Year,Language,Value,Percentage
2004,English,9632207.732,0.97103934
2004,French,163760.4078,0.01650897
2004,Chinese,59275.5856,0.00597567
2004,Spanish,10503.1317,0.00105884
2004,Japanese,9741.234409,0.00098203
2004,Korean,9085.961026,0.00091597
2004,German,7530.191542,0.00075913
2004,Russian,4826.864563,0.00048660
2004,Portuguese,3937.008501,0.00039690
2004,Italian,2373.346198,0.00023926
2004,Polish,2179.252541,0.00021969
2004,Dutch,1938.384061,0.00019541
2004,Hebrew,1237.966466,0.00012480
2004,Arabic,1160.776673,0.00011702
2004,Catalan,967.610391,0.00009755
2004,Romanian,858.643369,0.00008656
2004,Turkish,819.464745,0.00008261
2004,Swedish,739.122613,0.00007451
2004,Hungarian,659.397876,0.00006648
2004,Bulgarian,513.44322,0.00005176
2004,Danish,404.102334,0.00004074
2004,Persian,399.631849,0.00004029
2004,Finnish,371.286179,0.00003743
2004,Vietnamese,314.724544,0.00003173
2004,Hindi,300.615883,0.00003031
2004,Thai,253.645224,0.00002557
2004,Greek,244.251923,0.00002462
2004,Slovak,234.750321,0.00002367
2004,Ukrainian,230.324318,0.00002322
2004,Lithuanian,225.529804,0.00002274
2004,Norwegian,178.418688,0.00001799
2004,Tagalog,173.734306,0.00001751
2004,Czech,173.692635,0.00001751
2004,Serbian,164.520371,0.00001659
2004,Tamil,117.428362,0.00001184
2004,Croatian,112.720777,0.00001136
2004,Albanian,103.363204,0.00001042
2004,Latvian,98.644851,0.00000994
2004,Latin,70.460765,0.00000710
2004,Estonian,70.414308,0.00000710
2004,Afrikaans,65.73628,0.00000663
2004,Indonesian,61.024644,0.00000615
2004,Irish,56.353784,0.00000568
2004,Urdu,56.318821,0.00000568
2004,Slovenian,51.629385,0.00000520
2004,Punjabi,51.625586,0.00000520
2004,Macedonian,46.945491,0.00000473
2004,Esperanto,46.936848,0.00000473
2004,Azerbaijani,42.250031,0.00000426
2004,Bengali,42.242276,0.00000426
2004,Welsh,37.561521,0.00000379
2004,Icelandic,37.54588,0.00000379
2004,Occitan,28.178263,0.00000284
2004,Kannada,28.165253,0.00000284
2004,Georgian,28.164119,0.00000284
2004,Somali,28.15941,0.00000284
2004,Telugu,28.15941,0.00000284
2004,Nepali,23.47268,0.00000237
2004,Swahili,23.468144,0.00000237
2004,Malay,14.081281,0.00000142
2004,Scots-Gaelic,14.079705,0.00000142
2004,Uzbek,14.079705,0.00000142
2004,Breton,9.388925,0.00000095
2004,Javanese,9.38647,0.00000095
2004,Belarusian,9.38647,0.00000095
2004,Yiddish,9.38647,0.00000095
2004,Frisian,9.38647,0.00000095
2004,Maltese,9.38647,0.00000095
2004,Bosnian,9.38647,0.00000095
2004,Galician,9.38647,0.00000095
2004,Norwegian-N,4.693235,0.00000047
2004,Twi,4.693235,0.00000047
2004,Interlingua,4.693235,0.00000047
2004,Guarani,4.693235,0.00000047
2004,Faroese,4.693235,0.00000047
2005,English,9641437.876,0.97802672
2005,French,113421.1363,0.01150543
2005,Chinese,51884.41229,0.00526315
2005,Korean,9117.01514,0.00092483
2005,Spanish,7710.728112,0.00078218
2005,Japanese,7126.094939,0.00072287
2005,German,4937.853864,0.00050090
2005,Russian,4221.175861,0.00042820
2005,Portuguese,3073.113804,0.00031174
2005,Polish,2440.253565,0.00024754
2005,Italian,1616.396904,0.00016397
2005,Hebrew,1254.546637,0.00012726
2005,Arabic,971.129567,0.00009851
2005,Dutch,963.670403,0.00009775
2005,Romanian,751.687038,0.00007625
2005,Turkish,703.08141,0.00007132
2005,Catalan,616.042927,0.00006249
2005,Hungarian,525.874237,0.00005334
2005,Persian,511.129086,0.00005185
2005,Swedish,381.341685,0.00003868
2005,Danish,358.593228,0.00003638
2005,Hindi,308.210892,0.00003126
2005,Bulgarian,296.971066,0.00003012
2005,Vietnamese,277.608461,0.00002816
2005,Ukrainian,263.249648,0.00002670
2005,Finnish,240.895982,0.00002444
2005,Thai,227.099955,0.00002304
2005,Slovak,218.515487,0.00002217
2005,Tagalog,207.170225,0.00002102
2005,Indonesian,159.57963,0.00001619
2005,Greek,156.685524,0.00001589
2005,Serbian,134.2917,0.00001362
2005,Norwegian,131.408285,0.00001333
2005,Tamil,125.901126,0.00001277
2005,Lithuanian,109.18087,0.00001108
2005,Croatian,97.897366,0.00000993
2005,Latin,89.542353,0.00000908
2005,Czech,89.455934,0.00000907
2005,Azerbaijani,81.130041,0.00000823
2005,Albanian,78.328699,0.00000795
2005,Latvian,67.13753,0.00000681
2005,Punjabi,61.505264,0.00000624
2005,Urdu,50.31582,0.00000510
2005,Slovenian,47.537176,0.00000482
2005,Belarusian,47.535925,0.00000482
2005,Armenian,44.727134,0.00000454
2005,Esperanto,39.156666,0.00000397
2005,Icelandic,39.150056,0.00000397
2005,Estonian,33.549872,0.00000340
2005,Macedonian,30.748439,0.00000312
2005,Afrikaans,27.962867,0.00000284
2005,Bosnian,25.168509,0.00000255
2005,Galician,16.775954,0.00000170
2005,Welsh,16.775479,0.00000170
2005,Bengali,16.77259,0.00000170
2005,Nepali,16.770493,0.00000170
2005,Irish,16.770482,0.00000170
2005,Swahili,16.769562,0.00000170
2005,Gujarati,13.976653,0.00000142
2005,Serbo-Croatian,13.976497,0.00000142
2005,Telugu,13.972667,0.00000142
2005,Norwegian-N,11.178387,0.00000113
2005,Mongolian,11.178134,0.00000113
2005,Marathi,8.385628,0.00000085
2005,Javanese,8.38421,0.00000085
2005,Maltese,8.3836,0.00000085
2005,Uzbek,5.589067,0.00000057
2005,Amharic,5.589067,0.00000057
2005,Georgian,5.589067,0.00000057
2005,Kannada,2.794533,0.00000028
2005,Kazakh,2.794533,0.00000028
2005,Interlingue,2.794533,0.00000028
2005,Scots-Gaelic,2.794533,0.00000028
2005,Yoruba,2.794533,0.00000028
2005,Rhaeto-Romance,0,0.00000000
2006,English,9617445.087,0.97284232
2006,French,149075.6537,0.01507959
2006,Chinese,62346.7705,0.00630662
2006,Korean,12496.94065,0.00126411
2006,Spanish,8516.81153,0.00086151
2006,Japanese,6930.956565,0.00070109
2006,Russian,5155.349039,0.00052148
2006,German,4810.320067,0.00048658
2006,Portuguese,3103.112598,0.00031389
2006,Polish,2252.339383,0.00022783
2006,Italian,1567.19607,0.00015853
2006,Hebrew,1308.396531,0.00013235
2006,Persian,1072.333465,0.00010847
2006,Arabic,1050.844321,0.00010630
2006,Dutch,938.321228,0.00009491
2006,Turkish,865.298947,0.00008753
2006,Romanian,803.371417,0.00008126
2006,Bulgarian,580.060281,0.00005868
2006,Catalan,566.162592,0.00005727
2006,Hungarian,516.215431,0.00005222
2006,Thai,394.028183,0.00003986
2006,Danish,358.656485,0.00003628
2006,Swedish,344.152981,0.00003481
2006,Vietnamese,274.236396,0.00002774
2006,Ukrainian,247.594529,0.00002505
2006,Tagalog,243.07943,0.00002459
2006,Greek,228.785747,0.00002314
2006,Finnish,220.934238,0.00002235
2006,Serbian,173.745826,0.00001758
2006,Hindi,155.215106,0.00001570
2006,Slovak,153.437478,0.00001552
2006,Croatian,128.769868,0.00001303
2006,Norwegian,126.620294,0.00001281
2006,Tamil,104.115395,0.00001053
2006,Czech,95.968523,0.00000971
2006,Lithuanian,95.937041,0.00000970
2006,Indonesian,93.824834,0.00000949
2006,Punjabi,61.196126,0.00000619
2006,Estonian,57.157583,0.00000578
2006,Latvian,57.148001,0.00000578
2006,Albanian,55.094166,0.00000557
2006,Latin,50.992665,0.00000516
2006,Afrikaans,46.923739,0.00000475
2006,Irish,44.895546,0.00000454
2006,Basque,40.791927,0.00000413
2006,Slovenian,38.774896,0.00000392
2006,Azerbaijani,38.763251,0.00000392
2006,Armenian,38.749767,0.00000392
2006,Macedonian,28.571721,0.00000289
2006,Bengali,28.554779,0.00000289
2006,Urdu,28.549624,0.00000289
2006,Maltese,26.513891,0.00000268
2006,Somali,26.510651,0.00000268
2006,Malay,26.505024,0.00000268
2006,Belarusian,24.48765,0.00000248
2006,Icelandic,24.479196,0.00000248
2006,Gujarati,24.469873,0.00000248
2006,Serbo-Croatian,24.464169,0.00000247
2006,Esperanto,22.432712,0.00000227
2006,Galician,22.429135,0.00000227
2006,Nepali,20.394691,0.00000206
2006,Bosnian,20.386807,0.00000206
2006,Amharic,20.386807,0.00000206
2006,Welsh,18.35609,0.00000186
2006,Zulu,18.356054,0.00000186
2006,Scots-Gaelic,18.356045,0.00000186
2006,Faroese,18.353672,0.00000186
2006,Kannada,18.349705,0.00000186
2006,Interlingua,14.272861,0.00000144
2006,Norwegian-N,14.271662,0.00000144
2006,Javanese,12.238919,0.00000124
2006,Oriya,8.154723,0.00000082
2006,Khmer,6.117825,0.00000062
2006,Sindhi,6.117189,0.00000062
2006,Quechua,6.116042,0.00000062
2006,Breton,6.116042,0.00000062
2006,Mongolian,6.116042,0.00000062
2006,Uighur,4.077504,0.00000041
2006,Laothian,4.077361,0.00000041
2006,Shona,2.038681,0.00000021
2006,Corsican,2.038681,0.00000021
2006,Sinhalese,0,0.00000000
2006,Sesotho,0,0.00000000
2007,English,9757777.759,0.97316473
2007,French,151734.9868,0.01513287
2007,Chinese,60949.17091,0.00607860
2007,Korean,13963.99746,0.00139266
2007,Spanish,8650.094981,0.00086269
2007,Japanese,5929.11142,0.00059132
2007,Russian,5236.241006,0.00052222
2007,German,4332.822198,0.00043212
2007,Portuguese,3231.129387,0.00032225
2007,Polish,2044.946334,0.00020395
2007,Arabic,1457.999207,0.00014541
2007,Italian,1404.07286,0.00014003
2007,Hebrew,1213.848418,0.00012106
2007,Turkish,965.005802,0.00009624
2007,Dutch,829.814139,0.00008276
2007,Romanian,759.347062,0.00007573
2007,Persian,624.948112,0.00006233
2007,Catalan,564.720352,0.00005632
2007,Bulgarian,524.410495,0.00005230
2007,Hungarian,483.306978,0.00004820
2007,Swedish,439.32755,0.00004382
2007,Thai,431.686095,0.00004305
2007,Tagalog,290.403087,0.00002896
2007,Vietnamese,281.209983,0.00002805
2007,Danish,257.963516,0.00002573
2007,Ukrainian,237.033806,0.00002364
2007,Finnish,230.318243,0.00002297
2007,Greek,220.437704,0.00002198
2007,Slovak,170.657207,0.00001702
2007,Czech,136.402623,0.00001360
2007,Croatian,119.98817,0.00001197
2007,Serbian,113.056248,0.00001128
2007,Hindi,111.732771,0.00001114
2007,Norwegian,92.794281,0.00000925
2007,Punjabi,78.70872,0.00000785
2007,Tamil,76.321429,0.00000761
2007,Lithuanian,69.32324,0.00000691
2007,Estonian,61.099385,0.00000609
2007,Afrikaans,57.541775,0.00000574
2007,Albanian,54.0333,0.00000539
2007,Irish,47.02246,0.00000469
2007,Indonesian,44.602606,0.00000445
2007,Gujarati,39.946165,0.00000398
2007,Armenian,37.587867,0.00000375
2007,Latvian,37.566844,0.00000375
2007,Urdu,35.202179,0.00000351
2007,Azerbaijani,30.508054,0.00000304
2007,Bengali,29.339319,0.00000293
2007,Latin,28.182807,0.00000281
2007,Icelandic,28.175693,0.00000281
2007,Twi,25.822385,0.00000258
2007,Macedonian,21.127563,0.00000211
2007,Swahili,18.771615,0.00000187
2007,Esperanto,16.422309,0.00000164
2007,Faroese,15.252293,0.00000152
2007,Somali,14.078641,0.00000140
2007,Welsh,12.90813,0.00000129
2007,Maltese,12.906374,0.00000129
2007,Malayalam,11.731753,0.00000117
2007,Malay,10.565184,0.00000105
2007,Serbo-Croatian,10.559576,0.00000105
2007,Sindhi,9.384835,0.00000094
2007,Yiddish,9.384239,0.00000094
2007,Khmer,9.383526,0.00000094
2007,Mongolian,8.215014,0.00000082
2007,Javanese,8.213652,0.00000082
2007,Scots-Gaelic,8.212657,0.00000082
2007,Shona,7.0395,0.00000070
2007,Kazakh,7.038836,0.00000070
2007,Basque,7.037788,0.00000070
2007,Amharic,7.037352,0.00000070
2007,Zulu,5.866401,0.00000059
2007,Telugu,5.86446,0.00000058
2007,Frisian,5.86446,0.00000058
2007,Lingala,4.69207,0.00000047
2007,Kurdish,3.519586,0.00000035
2007,Quechua,3.518676,0.00000035
2007,Laothian,2.345784,0.00000023
2007,Moldavian,1.172892,0.00000012
2007,Corsican,1.172892,0.00000012
2007,Guarani,0,0.00000000
2008,English,9623262.871,0.96232441
2008,French,212534.3879,0.02125340
2008,Chinese,76420.94494,0.00764208
2008,Korean,13662.73686,0.00136627
2008,Spanish,13451.3478,0.00134513
2008,Persian,11249.84021,0.00112498
2008,Arabic,10053.97959,0.00100540
2008,Portuguese,5712.178425,0.00057122
2008,Japanese,5642.120667,0.00056421
2008,Russian,5617.754217,0.00056177
2008,German,4751.882622,0.00047519
2008,Turkish,3106.567282,0.00031066
2008,Polish,2826.873517,0.00028269
2008,Italian,1844.413864,0.00018444
2008,Hebrew,1180.018492,0.00011800
2008,Dutch,891.322335,0.00008913
2008,Romanian,785.220949,0.00007852
2008,Thai,775.65162,0.00007757
2008,Hungarian,558.54397,0.00005585
2008,Vietnamese,539.988874,0.00005400
2008,Bulgarian,483.035308,0.00004830
2008,Swedish,439.002647,0.00004390
2008,Tagalog,395.62331,0.00003956
2008,Ukrainian,340.583796,0.00003406
2008,Danish,265.084824,0.00002651
2008,Catalan,263.796934,0.00002638
2008,Indonesian,251.262673,0.00002513
2008,Finnish,247.331848,0.00002473
2008,Greek,240.817892,0.00002408
2008,Czech,214.988767,0.00002150
2008,Serbian,164.429056,0.00001644
2008,Slovak,156.298079,0.00001563
2008,Croatian,139.154343,0.00001392
2008,Norwegian,135.54184,0.00001355
2008,Faroese,132.510401,0.00001325
2008,Tamil,124.450184,0.00001244
2008,Punjabi,112.433232,0.00001124
2008,Lithuanian,81.579234,0.00000816
2008,Hindi,78.608114,0.00000786
2008,Malay,74.954868,0.00000750
2008,Albanian,64.019904,0.00000640
2008,Bosnian,61.697444,0.00000617
2008,Afrikaans,60.992102,0.00000610
2008,Estonian,58.004765,0.00000580
2008,Gujarati,50.662202,0.00000507
2008,Latvian,45.477984,0.00000455
2008,Icelandic,41.816524,0.00000418
2008,Azerbaijani,41.085972,0.00000411
2008,Slovenian,32.273448,0.00000323
2008,Urdu,26.37935,0.00000264
2008,Macedonian,24.937199,0.00000249
2008,Somali,24.197479,0.00000242
2008,Irish,22.73304,0.00000227
2008,Maltese,21.268254,0.00000213
