Year,Language,Value,Percentage
2006,Albanian,70.27718,0.00000715
2006,Hindi,68.88657,0.00000701
2006,Latvian,64.852616,0.00000660
2006,Croatian,64.821051,0.00000659
2006,Estonian,59.485135,0.00000605
2006,Latin,49.983264,0.00000508
2006,Irish,48.632091,0.00000495
2006,Afrikaans,37.804775,0.00000384
2006,Yiddish,37.788008,0.00000384
2006,Bengali,36.475706,0.00000371
2006,Azerbaijani,35.120983,0.00000357
2006,Swahili,27.011994,0.00000275
2006,Uzbek,24.301572,0.00000247
2006,Esperanto,24.297572,0.00000247
2006,Telugu,22.949197,0.00000233
2006,Serbian,22.934439,0.00000233
2006,Slovenian,21.600166,0.00000220
2006,Armenian,21.596491,0.00000220
2006,Twi,20.253434,0.00000206
2006,Kazakh,16.205658,0.00000165
2006,Urdu,16.19186,0.00000165
2006,Breton,16.189028,0.00000165
2006,Georgian,16.188564,0.00000165
2006,Macedonian,14.839517,0.00000151
2006,Laothian,13.498004,0.00000137
2006,Bosnian,13.496642,0.00000137
2006,Corsican,13.493667,0.00000137
2006,Nepali,13.49047,0.00000137
2006,Malay,10.796077,0.00000110
2006,Punjabi,9.448025,0.00000096
2006,Belarusian,9.443329,0.00000096
2006,Tatar,9.443329,0.00000096
2006,Tamil,8.099492,0.00000082
2006,Norwegian-N,8.096727,0.00000082
2006,Kannada,8.096053,0.00000082
2006,Sundanese,8.095385,0.00000082
2006,Basque,8.094282,0.00000082
2006,Marathi,6.745235,0.00000069
2006,Amharic,5.396988,0.00000055
2006,Somali,4.047141,0.00000041
2006,Rhaeto-Romance,2.698094,0.00000027
2006,Malayalam,2.698094,0.00000027
2006,Sesotho,1.349047,0.00000014
2006,Welsh,1.349047,0.00000014
2006,Tajik,0,0.00000000
2006,Yoruba,0,0.00000000
2006,Oriya,0,0.00000000
2007,English,9917983.572,0.98468163
2007,Spanish,30949.99513,0.00307279
2007,French,25413.84761,0.00252315
2007,Chinese,23905.34789,0.00237338
2007,Japanese,17738.96245,0.00176117
2007,Korean,9813.335365,0.00097429
2007,German,8320.814559,0.00082611
2007,Portuguese,7749.538509,0.00076939
2007,Polish,6675.091347,0.00066272
2007,Italian,4305.138777,0.00042742
2007,Russian,4280.103409,0.00042494
2007,Hebrew,3411.022486,0.00033865
2007,Dutch,2511.51535,0.00024935
2007,Turkish,1343.041013,0.00013334
2007,Swedish,1193.781736,0.00011852
2007,Arabic,914.426595,0.00009079
2007,Danish,629.987624,0.00006255
2007,Thai,616.421692,0.00006120
2007,Greek,415.280824,0.00004123
2007,Hungarian,401.859948,0.00003990
2007,Bulgarian,357.214338,0.00003547
2007,Norwegian,354.412373,0.00003519
2007,Romanian,353.178264,0.00003506
2007,Finnish,266.401588,0.00002645
2007,Slovak,245.269298,0.00002435
2007,Czech,231.201416,0.00002295
2007,Ukrainian,186.182295,0.00001848
2007,Tagalog,182.408781,0.00001811
2007,Galician,168.033368,0.00001668
2007,Indonesian,114.335566,0.00001135
2007,Catalan,103.83387,0.00001031
2007,Icelandic,94.899829,0.00000942
2007,Lithuanian,91.450539,0.00000908
2007,Croatian,87.851501,0.00000872
2007,Estonian,65.902762,0.00000654
2007,Albanian,64.91996,0.00000645
2007,Vietnamese,64.90405,0.00000644
2007,Slovenian,51.788938,0.00000514
2007,Hindi,51.785119,0.00000514
2007,Persian,50.854624,0.00000505
2007,Latvian,47.373003,0.00000470
2007,Afrikaans,40.347764,0.00000401
2007,Serbian,39.462983,0.00000392
2007,Latin,34.186382,0.00000339
2007,Armenian,31.562338,0.00000313
2007,Twi,28.937367,0.00000287
2007,Azerbaijani,25.415936,0.00000252
2007,Swahili,21.030847,0.00000209
2007,Breton,15.777327,0.00000157
2007,Georgian,15.768883,0.00000157
2007,Bengali,14.89123,0.00000148
2007,Macedonian,14.02516,0.00000139
2007,Tamil,14.016349,0.00000139
2007,Belarusian,13.148366,0.00000131
2007,Urdu,12.262396,0.00000122
2007,Norwegian-N,11.395652,0.00000113
2007,Telugu,11.386832,0.00000113
2007,Interlingua,10.513703,0.00000104
2007,Uzbek,10.509885,0.00000104
2007,Punjabi,9.639868,0.00000096
2007,Yiddish,9.638575,0.00000096
2007,Tajik,9.636639,0.00000096
2007,Kazakh,8.762485,0.00000087
2007,Corsican,8.760964,0.00000087
2007,Maltese,8.760174,0.00000087
2007,Kannada,8.7587,0.00000087
2007,Mongolian,7.008289,0.00000070
2007,Welsh,7.007831,0.00000070
2007,Zulu,6.132512,0.00000061
2007,Marathi,5.255081,0.00000052
2007,Guarani,4.381424,0.00000043
2007,Kyrgyz,4.380193,0.00000043
2007,Javanese,2.627471,0.00000026
2007,Serbo-Croatian,1.751647,0.00000017
2008,English,9828492.032,0.97949856
2008,French,47808.29824,0.00476453
2008,Spanish,43899.33737,0.00437497
2008,Chinese,29770.04779,0.00296686
2008,Japanese,19046.64638,0.00189817
2008,Korean,10970.22626,0.00109328
2008,German,9825.274414,0.00097918
2008,Portuguese,8717.216221,0.00086875
2008,Polish,6202.283059,0.00061811
2008,Italian,6168.099975,0.00061471
2008,Russian,5278.182368,0.00052602
2008,Hebrew,3194.915879,0.00031840
2008,Dutch,2904.257651,0.00028944
2008,Turkish,1831.182732,0.00018249
2008,Swedish,1423.301702,0.00014184
2008,Arabic,1247.401885,0.00012431
2008,Danish,861.085416,0.00008581
2008,Thai,824.368034,0.00008216
2008,Greek,602.226777,0.00006002
2008,Hungarian,570.320962,0.00005684
2008,Romanian,446.742566,0.00004452
2008,Finnish,437.155301,0.00004357
2008,Norwegian,384.219842,0.00003829
2008,Czech,351.987156,0.00003508
2008,Bulgarian,334.272825,0.00003331
2008,Slovak,285.942356,0.00002850
2008,Ukrainian,262.51666,0.00002616
2008,Tagalog,230.174617,0.00002294
2008,Indonesian,208.370134,0.00002077
2008,Lithuanian,142.27103,0.00001418
2008,Vietnamese,130.50917,0.00001301
2008,Croatian,121.996602,0.00001216
2008,Catalan,110.731139,0.00001104
2008,Icelandic,85.591509,0.00000853
2008,Slovenian,78.571155,0.00000783
2008,Latvian,71.739735,0.00000715
2008,Persian,69.151886,0.00000689
2008,Galician,68.590765,0.00000684
2008,Serbian,65.557416,0.00000653
2008,Estonian,59.537881,0.00000593
2008,Albanian,57.640669,0.00000574
2008,Afrikaans,54.661493,0.00000545
2008,Hindi,41.817273,0.00000417
2008,Bengali,36.38386,0.00000363
2008,Georgian,36.379925,0.00000363
2008,Irish,34.547756,0.00000344
2008,Armenian,31.518583,0.00000314
2008,Latin,29.075702,0.00000290
2008,Bosnian,24.238045,0.00000242
2008,Tamil,21.802264,0.00000217
2008,Azerbaijani,20.61314,0.00000205
2008,Gujarati,18.168403,0.00000181
2008,Maltese,17.561432,0.00000175
2008,Norwegian-N,16.956111,0.00000169
2008,Quechua,16.341278,0.00000163
2008,Macedonian,15.747847,0.00000157
2008,Kazakh,15.741005,0.00000157
2008,Nepali,15.134912,0.00000151
2008,Marathi,14.528815,0.00000145
2008,Telugu,13.919113,0.00000139
2008,Urdu,10.902263,0.00000109
2008,Zulu,10.8981,0.00000109
2008,Malay,10.89738,0.00000109
2008,Uzbek,9.682634,0.00000096
2008,Swahili,9.079032,0.00000090
2008,Breton,7.266292,0.00000072
2008,Interlingua,6.660597,0.00000066
2008,Mongolian,6.051201,0.00000060
2008,Pashto,6.0504,0.00000060
2008,Corsican,5.44536,0.00000054
2008,Amharic,4.236471,0.00000042
2008,Javanese,3.0252,0.00000030
2008,Occitan,1.21008,0.00000012
2008,Tajik,1.21008,0.00000012
2008,Turkmen,0,0.00000000
2009,English,9857032.633,0.97601817
2009,French,67689.73718,0.00670246
2009,Spanish,56592.76203,0.00560367
2009,Chinese,32105.80916,0.00317904
2009,Japanese,17185.58893,0.00170167
2009,Portuguese,13040.94967,0.00129128
2009,Korean,10238.05086,0.00101375
2009,German,10151.89112,0.00100521
2009,Italian,5753.228561,0.00056967
2009,Russian,5465.43096,0.00054117
2009,Polish,5217.239481,0.00051660
2009,Dutch,2943.371963,0.00029145
2009,Hebrew,2837.139067,0.00028093
2009,Turkish,1954.119612,0.00019349
2009,Arabic,1474.185311,0.00014597
2009,Swedish,1337.347945,0.00013242
2009,Thai,946.752982,0.00009375
2009,Danish,885.618777,0.00008769
2009,Hungarian,768.848881,0.00007613
2009,Greek,627.07392,0.00006209
2009,Norwegian,565.474135,0.00005599
2009,Romanian,510.926641,0.00005059
2009,Czech,433.856299,0.00004296
2009,Finnish,399.931421,0.00003960
2009,Tagalog,320.216497,0.00003171
2009,Bulgarian,294.107559,0.00002912
2009,Slovak,272.787391,0.00002701
2009,Indonesian,268.946027,0.00002663
2009,Ukrainian,245.953058,0.00002435
2009,Vietnamese,190.540117,0.00001887
2009,Catalan,158.630129,0.00001571
2009,Lithuanian,132.400869,0.00001311
2009,Croatian,116.319356,0.00001152
2009,Slovenian,90.980386,0.00000901
2009,Estonian,86.013407,0.00000852
2009,Serbian,73.392754,0.00000727
2009,Afrikaans,71.090012,0.00000704
2009,Latvian,68.397383,0.00000677
2009,Icelandic,63.420606,0.00000628
2009,Hindi,62.772707,0.00000622
2009,Persian,51.315854,0.00000508
2009,Albanian,50.243939,0.00000498
2009,Georgian,44.736496,0.00000443
2009,Irish,24.55389,0.00000243
2009,Bosnian,24.530894,0.00000243
2009,Galician,22.905724,0.00000227
2009,Yiddish,22.355734,0.00000221
2009,Punjabi,22.339098,0.00000221
2009,Armenian,21.256587,0.00000210
2009,Malay,19.622942,0.00000194
2009,Bengali,19.064715,0.00000189
2009,Norwegian-N,18.538913,0.00000184
2009,Uzbek,18.530789,0.00000183
2009,Latin,15.811175,0.00000157
2009,Azerbaijani,15.803003,0.00000156
2009,Marathi,15.798009,0.00000156
2009,Maltese,14.166822,0.00000140
2009,Macedonian,14.164623,0.00000140
2009,Quechua,13.075823,0.00000129
2009,Basque,11.989828,0.00000119
2009,Swahili,11.445433,0.00000113
2009,Gujarati,10.354621,0.00000103
2009,Mongolian,10.354122,0.00000103
2009,Faroese,9.804862,0.00000097
2009,Khmer,9.265813,0.00000092
2009,Telugu,9.258506,0.00000092
2009,Amharic,9.257478,0.00000092
2009,Esperanto,7.082003,0.00000070
2009,Moldavian,3.812935,0.00000038
2009,Kannada,3.81178,0.00000038
2009,Oriya,2.723567,0.00000027
2009,Tajik,2.7227,0.00000027
2009,Maori,2.178876,0.00000022
2009,Sinhalese,2.178291,0.00000022
2009,Sanskrit,1.63362,0.00000016
2009,Occitan,0,0.00000000
2010,English,9670970.763,0.97998350
2010,Spanish,58857.00355,0.00596413
2010,French,48404.32858,0.00490493
2010,Chinese,27422.3386,0.00277877
2010,Japanese,10167.15406,0.00103026
2010,Portuguese,9586.315289,0.00097141
2010,German,7826.567791,0.00079309
2010,Korean,7661.989986,0.00077641
2010,Italian,4817.595768,0.00048818
2010,Russian,4474.014221,0.00045336
2010,Polish,3191.043344,0.00032336
2010,Dutch,2396.296299,0.00024282
2010,Hebrew,2103.501543,0.00021315
2010,Turkish,1579.012047,0.00016001
2010,Arabic,1550.176444,0.00015708
2010,Swedish,1107.297954,0.00011221
2010,Thai,716.39617,0.00007259
2010,Danish,707.29313,0.00007167
2010,Norwegian,616.421792,0.00006246
2010,Hungarian,569.598293,0.00005772
2010,Greek,528.173185,0.00005352
2010,Romanian,348.28569,0.00003529
2010,Finnish,320.56876,0.00003248
2010,Czech,303.090623,0.00003071
2010,Ukrainian,238.549735,0.00002417
2010,Indonesian,230.504443,0.00002336
2010,Bulgarian,219.344551,0.00002223
2010,Tagalog,205.548843,0.00002083
2010,Slovak,198.950535,0.00002016
2010,Vietnamese,189.811178,0.00001923
2010,Catalan,109.668928,0.00001111
2010,Croatian,100.799953,0.00001021
2010,Lithuanian,82.997958,0.00000841
2010,Slovenian,78.560197,0.00000796
2010,Georgian,56.146601,0.00000569
2010,Icelandic,50.170418,0.00000508
2010,Serbian,49.762436,0.00000504
2010,Persian,46.223302,0.00000468
2010,Estonian,43.800154,0.00000444
2010,Latvian,33.898497,0.00000344
2010,Bengali,33.396899,0.00000338
2010,Afrikaans,31.951908,0.00000324
2010,Hindi,28.979381,0.00000294
2010,Malay,27.041991,0.00000274
2010,Albanian,24.541588,0.00000249
2010,Gujarati,19.636832,0.00000199
2010,Tamil,18.149574,0.00000184
2010,Irish,17.188923,0.00000174
2010,Uzbek,15.707243,0.00000159
2010,Pashto,14.720964,0.00000149
2010,Armenian,13.742366,0.00000139
2010,Galician,13.261932,0.00000134
2010,Mongolian,11.784402,0.00000119
2010,Azerbaijani,10.30711,0.00000104
2010,Punjabi,8.335956,0.00000084
2010,Faroese,7.364023,0.00000075
2010,Guarani,7.35634,0.00000075
2010,Quechua,6.872097,0.00000070
2010,Kazakh,6.377603,0.00000065
2010,Belarusian,5.887348,0.00000060
2010,Swahili,5.88584,0.00000060
2010,Maltese,4.905486,0.00000050
2010,Kannada,2.942102,0.00000030
2010,Oriya,2.452591,0.00000025
2010,Esperanto,2.451752,0.00000025
2010,Zulu,1.471051,0.00000015
2010,Xhosa,0.980701,0.00000010
2011,English,9495471.619,0.97416663
2011,Spanish,173272.3322,0.01777649
2011,Chinese,15807.33907,0.00162172
2011,French,11810.08529,0.00121163
2011,Portuguese,8851.808418,0.00090813
2011,German,6791.548053,0.00069676
2011,Japanese,5519.07324,0.00056622
2011,Russian,4180.591099,0.00042890
2011,Korean,3955.372564,0.00040579
2011,Italian,3942.360744,0.00040446
2011,Arabic,3448.642892,0.00035381
2011,Polish,2768.468661,0.00028402
2011,Dutch,1732.692457,0.00017776
2011,Hebrew,1667.021421,0.00017102
2011,Turkish,1092.643367,0.00011210
2011,Swedish,1086.748732,0.00011149
2011,Danish,645.890285,0.00006626
2011,Persian,551.663663,0.00005660
2011,Vietnamese,483.634102,0.00004962
2011,Tagalog,394.053855,0.00004043
2011,Greek,377.105788,0.00003869
2011,Hungarian,368.579064,0.00003781
2011,Norwegian,354.752286,0.00003640
2011,Thai,345.063742,0.00003540
2011,Finnish,307.354419,0.00003153
2011,Romanian,266.185494,0.00002731
2011,Indonesian,217.046933,0.00002227
2011,Czech,208.576903,0.00002140
2011,Ukrainian,199.182416,0.00002043
2011,Indonesian,175.62611,0.00001802
2011,Bulgarian,120.352934,0.00001235
2011,Slovak,115.82071,0.00001188
2011,Catalan,107.562352,0.00001104
2011,Croatian,97.277642,0.00000998
2011,Lithuanian,75.864269,0.00000778
2011,Slovenian,46.810098,0.00000480
2011,Serbian,45.521516,0.00000467
2011,Icelandic,39.247388,0.00000403
2011,Georgian,39.036813,0.00000400
2011,Latvian,29.268121,0.00000300
2011,Bengali,26.80607,0.00000275
2011,Afrikaans,25.197243,0.00000259
2011,Estonian,24.800664,0.00000254
2011,Belarusian,20.92979,0.00000215
2011,Tamil,16.881115,0.00000173
2011,Armenian,16.09338,0.00000165
2011,Malay,15.891859,0.00000163
2011,Uzbek,13.062758,0.00000134
2011,Albanian,11.473026,0.00000118
2011,Macedonian,9.249182,0.00000095
2011,Swahili,8.644213,0.00000089
2011,Kazakh,7.231541,0.00000074
2011,Azerbaijani,7.028232,0.00000072
2011,Maltese,6.830614,0.00000070
2011,Moldavian,6.63427,0.00000068
2011,Galician,6.227796,0.00000064
2011,Urdu,5.626447,0.00000058
2011,Gujarati,5.428321,0.00000056
2011,Latin,5.422455,0.00000056
2011,Pashto,5.024234,0.00000052
2011,Faroese,5.020371,0.00000052
2011,Esperanto,4.218034,0.00000043
2011,Mongolian,4.017137,0.00000041
2011,Basque,2.610509,0.00000027
2011,Kyrgyz,2.007931,0.00000021
2011,Oromo,1.204737,0.00000012
2011,Tajik,1.204405,0.00000012
2011,Xhosa,0.803199,0.00000008
2011,Ganda,0.602203,0.00000006
2011,Igbo,0.602203,0.00000006
2012,English,9207412.682,0.94445224
2012,Spanish,447013.8851,0.04585254
2012,Chinese,19445.66876,0.00199464
2012,Portuguese,14602.57689,0.00149786
2012,French,13624.26834,0.00139751
2012,German,7254.307191,0.00074411
2012,Japanese,6028.434578,0.00061837
2012,Russian,5501.253615,0.00056429
2012,Korean,4752.416609,0.00048748
2012,Italian,4010.421104,0.00041137
2012,Dutch,2797.590662,0.00028696
2012,Arabic,2703.08407,0.00027727
2012,Polish,2284.906659,0.00023437
2012,Hebrew,2044.165754,0.00020968
2012,Turkish,1751.711331,0.00017968
2012,Swedish,1348.779007,0.00013835
2012,Danish,744.977847,0.00007642
2012,Vietnamese,690.848156,0.00007086
2012,Norwegian,526.883681,0.00005405
2012,Finnish,485.586659,0.00004981
2012,Persian,446.295814,0.00004578
2012,Greek,433.58038,0.00004447
2012,Hungarian,423.193977,0.00004341
2012,Romanian,332.022048,0.00003406
2012,Thai,318.029845,0.00003262
2012,Ukrainian,261.730161,0.00002685
2012,Czech,227.15003,0.00002330
2012,Indonesian,170.434574,0.00001748
2012,Catalan,152.118674,0.00001560
2012,Bulgarian,131.466771,0.00001349
2012,Tagalog,121.625985,0.00001248
2012,Croatian,112.327485,0.00001152
2012,Slovak,112.033113,0.00001149
2012,Serbian,92.772763,0.00000952
2012,Lithuanian,72.620045,0.00000745
2012,Slovenian,46.97368,0.00000482
2012,Georgian,40.418518,0.00000415
2012,Belarusian,37.829182,0.00000388
2012,Latvian,36.719335,0.00000377
2012,Icelandic,35.886616,0.00000368
2012,Estonian,27.506749,0.00000282
2012,Bengali,24.398019,0.00000250
2012,Afrikaans,21.53006,0.00000221
2012,Hindi,21.145867,0.00000217
2012,Malay,20.168595,0.00000207
2012,Tamil,20.010512,0.00000205
2012,Galician,17.890264,0.00000184
2012,Indonesian,17.490633,0.00000179
2012,Irish,13.712013,0.00000141
2012,Swahili,13.693196,0.00000140
2012,Armenian,12.173663,0.00000125
2012,Norwegian-N,11.032592,0.00000113
2012,Basque,9.507131,0.00000098
2012,Azerbaijani,9.316993,0.00000096
2012,Bosnian,8.931372,0.00000092
2012,Latin,7.794949,0.00000080
2012,Marathi,6.647807,0.00000068
2012,Faroese,5.318305,0.00000055
2012,Nepali,5.131896,0.00000053
2012,Kazakh,4.940354,0.00000051
2012,Yoruba,4.939631,0.00000051
2012,Macedonian,4.367764,0.00000045
2012,Malayalam,4.179478,0.00000043
2012,Urdu,3.990264,0.00000041
2012,Pashto,3.990145,0.00000041
2012,Kannada,3.418568,0.00000035
2012,Punjabi,3.22937,0.00000033
2012,Interlingua,2.849429,0.00000029
2012,Maori,2.659034,0.00000027
2012,Khmer,1.139111,0.00000012
2012,Somali,1.139111,0.00000012
2012,Ewe,0.759407,0.00000008
2013,English,9342905.683,0.95902082
2013,Spanish,286889.1307,0.02944830
2013,French,14674.31968,0.00150627
2013,Arabic,11841.88652,0.00121553
2013,Chinese,10233.67415,0.00105046
2013,Chinese,10064.59331,0.00103310
2013,German,7322.223123,0.00075160
2013,Japanese,6667.460984,0.00068439
2013,Russian,6427.416706,0.00065975
2013,Korean,6072.232329,0.00062330
2013,Portuguese-B,5898.803128,0.00060549
2013,Portuguese,5607.653494,0.00057561
2013,Italian,4715.560545,0.00048404
2013,Turkish,3152.801791,0.00032363
2013,Polish,2366.725101,0.00024294
2013,Dutch,2286.862778,0.00023474
2013,Chineset,2129.435008,0.00021858
2013,Hebrew,1969.339667,0.00020215
2013,Swedish,1667.712225,0.00017119
2013,Vietnamese,1463.957918,0.00015027
2013,Persian,920.770339,0.00009451
2013,Danish,854.563392,0.00008772
2013,Norwegian,845.188465,0.00008676
2013,Thai,556.212037,0.00005709
2013,Greek,512.058903,0.00005256
2013,Finnish,495.342813,0.00005085
2013,Hungarian,494.61058,0.00005077
2013,Indonesian,417.538292,0.00004286
2013,Portuguese-P,386.298957,0.00003965
2013,Romanian,333.263837,0.00003421
2013,Ukrainian,304.153219,0.00003122
2013,Czech,244.190982,0.00002507
2013,Catalan,169.552885,0.00001740
2013,Bulgarian,149.950948,0.00001539
2013,Slovak,136.493292,0.00001401
2013,Croatian,135.136218,0.00001387
2013,Serbian,109.035298,0.00001119
2013,Lithuanian,67.523826,0.00000693
2013,Bengali,51.461873,0.00000528
2013,Georgian,50.039925,0.00000514
2013,Tagalog,48.901539,0.00000502
2013,Slovenian,47.72683,0.00000490
2013,Estonian,39.876821,0.00000409
2013,Latvian,38.077909,0.00000391
2013,Icelandic,31.234322,0.00000321
2013,Hindi,28.734669,0.00000295
2013,Tamil,25.416723,0.00000261
2013,Malay,24.927973,0.00000256
2013,Galician,21.181901,0.00000217
2013,Afrikaans,20.511727,0.00000211
2013,Urdu,19.028507,0.00000195
2013,Irish,14.583939,0.00000150
2013,Uzbek,14.095045,0.00000145
2013,Norwegian-N,13.431364,0.00000138
2013,Belarusian,13.252268,0.00000136
2013,Albanian,11.788637,0.00000121
2013,Basque,10.1546,0.00000104
2013,Interlingua,9.661664,0.00000099
2013,Armenian,8.835341,0.00000091
2013,Telugu,8.349444,0.00000086
2013,Latin,8.17772,0.00000084
2013,Azerbaijani,7.525597,0.00000077
2013,Marathi,6.868938,0.00000071
2013,Kannada,6.374642,0.00000065
2013,Gujarati,6.212726,0.00000064
2013,Nepali,6.048972,0.00000062
2013,Malayalam,4.905124,0.00000050
